"","x","y","z"
"1",-0.792025671550656,-0.101136538430931,3
"2",-0.378987968978848,1.57999675855924,3
"3",0.864294245801778,-0.127412647239436,3
"4",-0.89585987057774,-0.33417203738358,3
"5",-0.330328201420109,-1.05770712647178,3
"6",-0.0418191283671445,-0.332110039215696,3
"7",-0.635317991714771,1.39966686132037,3
"8",1.81485325608889,0.758223750465035,3
"9",-3.37857680208498,3.16232014911391,3
"10",-0.731804838858836,0.338749627917937,3
"11",-2.63769387199473,1.37421690502707,3
"12",0.0821538902559922,-1.64503980242083,3
"13",-1.80526030690287,-2.87150412493561,3
"14",0.916998938234633,-0.919073068967752,3
"15",-0.680760764817448,1.32413367131367,3
"16",-3.5262498501103,-0.626995968404125,3
"17",1.57753453808262,0.751527184604508,3
"18",-1.25858550873956,0.966909587968962,3
"19",0.0299489294762523,-0.986940784450219,3
"20",-1.1901701610677,0.676807424997819,3
"21",0.24313094513868,-0.276500717733008,3
"22",-1.29048704056687,-0.395248577993617,3
"23",2.11640662989049,0.436380287229496,3
"24",0.516173790258893,-0.436663716655578,3
"25",-8.20979127589164,4.41793560728721,3
"26",0.499880532433854,3.30290076091312,3
"27",-0.955733072604427,-0.660867098444808,3
"28",2.84491233115207,-2.45182788160204,3
"29",-0.463887807946277,0.277207447289973,3
"30",-9.56945845894398,-2.64159676081329,3
"31",-1.7322973119781,2.8216529935578,3
"32",0.506083518490098,-1.17695654363448,3
"33",-1.62030487695335,0.569110394671158,3
"34",3.04487935587452,-2.16143178572792,3
"35",-1.53244585391031,0.169986130194774,3
"36",0.791584209705097,-1.79681083067301,3
"37",7.30264510870172,-5.06202624549763,3
"38",1.60377482387529,1.68031639357511,3
"39",1.3159726874449,-3.37089893139509,3
"40",2.89193419112826,-1.63482012706514,3
"41",-2.39563476661291,-0.256969398450062,3
"42",-15.4052269436543,9.35263769420334,3
"43",-0.400127639434747,-1.34057636652462,3
"44",-0.352519696516605,-0.744289552702116,3
"45",0.631481303783798,0.202807782129013,3
"46",0.3410665847517,-0.340439674754837,3
"47",1.34199070435526,-2.46834929080017,3
"48",0.923082761206468,0.332957033230751,3
"49",-2.06210623599315,2.01579208803836,3
"50",0.765865076406432,0.423122500029133,3
"51",0.38508923229083,-0.373910916264659,3
"52",2.13575817952021,-2.23557526757989,3
"53",1.35807790869823,-0.698975442171671,3
"54",-0.0868522823278789,0.0373478505211245,3
"55",1.74282624475865,0.894569612236412,3
"56",0.289942257841352,0.164878640277763,3
"57",-1.59414089801761,-0.553346760943197,3
"58",0.262647644166704,-0.186847886544058,3
"59",2.23389234895194,0.334173659511861,3
"60",-2.86773761984072,-0.174774675013431,3
"61",0.818813017085715,0.53381774867024,3
"62",0.346710910062021,0.0682675044284208,3
"63",2.18044231685273,-2.69779652698927,3
"64",-4.00670911322976,0.915728396664524,3
"65",0.780489207961569,0.0449305996346228,3
"66",-0.0000200668595375786,-0.447330388577753,3
"67",-1.07622232941173,-0.232098446080935,3
"68",-1.7425785725915,-0.941677018889214,3
"69",1.20037197151818,-1.10183833100653,3
"70",0.238899946330247,-2.74821003935741,3
"71",0.194210069197699,1.02321904355492,3
"72",2.21647532677832,-3.21776638808373,3
"73",-1.24460600532381,0.93289659019283,3
"74",-0.620375250539725,-0.527437425485598,3
"75",-0.79559353735261,0.689173066199634,3
"76",-0.816621526343895,0.468940252282221,3
"77",0.154440553909892,-0.213634491704531,3
"78",-0.0717300363887812,0.542783815865471,3
"79",1.66394973323355,2.18892056364562,3
"80",0.557746084736993,-1.54074118385293,3
"81",0.34238916431856,-0.592882526525742,3
"82",1.16787113847379,-0.70630667978711,3
"83",0.000923355675453831,-1.27055033008494,3
"84",-1.13452624268362,0.230105971311048,3
"85",0.419654384875893,0.270835840750123,3
"86",-0.033551633054538,0.986524101002364,3
"87",1.07552412568423,0.313323019774506,3
"88",-2.29340388236621,2.43864131643025,3
"89",-5.44549573121898,7.43685779525045,3
"90",0.47427436800381,0.161453701435657,3
"91",0.4059357427066,-0.865859612602675,3
"92",4.01364353073658,-2.80116541881548,3
"93",0.413303149060923,-0.607548854788243,3
"94",-0.241593960175574,0.227300166612816,3
"95",0.270963196564768,-0.277391007357241,3
"96",0.998426058389554,1.86388483858615,3
"97",1.60552657350151,1.00493969552725,3
"98",-1.67132793425611,-2.07582293037642,3
"99",-3.18841139638585,1.82812263668869,3
"100",-3.09937802593985,8.74492503339056,3
