"","x","y","z"
"1",-2.13382476643787,1.0101511340336,8
"2",0.553647963435307,-2.7980143009201,8
"3",-0.232237533191438,1.49690209356318,1
"4",0.860941725492902,0.850219353078579,1
"5",-4.07375342543512,-2.86537954001141,8
"6",3.85225968691953,-0.0241704478518094,8
"7",-0.857938086927972,0.963247958419253,1
"8",0.700109358042536,-1.00139795538203,1
"9",7.6637060720833,10.5208340864344,2
"10",0.619254429128165,2.51420019946511,8
"11",-0.80852103635249,-0.583094980694922,1
"12",-0.743401932519622,-0.480712521234487,1
"13",-1.17543486838421,0.284117087145675,1
"14",-0.754680640729687,1.6641420638818,1
"15",-0.370560182481431,-0.220657975813727,1
"16",-0.426826634820264,0.707559119805946,1
"17",-1.78853093507194,-1.70255877916954,8
"18",2.47983733586461,0.754994107143909,8
"19",-0.998856827383627,0.428451846665357,1
"20",-1.99819455124982,-0.581635880800982,1
"21",0.040529180159114,2.1006965605205,1
"22",0.484670084097351,-0.643016720605266,1
"23",1.95469770609107,1.93265580067255,1
"24",0.491220754914038,0.254828584326602,1
"25",1.06351381064646,0.616648530693073,1
"26",-1.22053956600027,-0.222577590120768,1
"27",3.33739913624695,1.1049355420184,8
"28",1.23403461693326,-0.360983572297871,1
"29",-0.179427457237382,0.57802090283654,1
"30",0.265153554104835,0.657670219640523,1
"31",-0.87123566925512,-3.62915668367019,8
"32",-0.728630500936273,0.41672439408965,1
"33",-0.479575034511687,-0.744625375123512,1
"34",2.6284619154035,0.129058665340295,8
"35",1.33700915093841,-1.59342545813604,1
"36",0.312687867971406,-0.0312506107675788,1
"37",-0.576331849597283,-1.08369332570701,1
"38",0.548388498395869,-0.0814531978938941,1
"39",1.55632777654569,0.295539212628744,1
"40",0.606815113816244,0.672446080551684,1
"41",0.806283468859558,0.779165948196012,1
"42",-0.0171289523980422,-0.252883511834002,1
"43",1.14313591031274,0.163206391728477,1
"44",0.197651185629463,0.938887945045447,1
"45",1.7219307273071,-0.821916852297118,1
"46",-0.137753576032375,-0.391925378535176,1
"47",1.29482890726653,-2.15728260058029,8
"48",0.135950648037642,-1.1329553917621,1
"49",-2.43047417767487,-0.954928058516139,1
"50",-0.387418769230371,-0.628189978731487,1
"51",2.34222399468457,0.354381468880283,1
"52",1.45083982212077,0.459621777452249,1
"53",0.819139800211018,-0.163597325975254,1
"54",7.20555446499549,2.44600371104305,8
"55",-0.813395904874268,-0.273654806310536,1
"56",-2.41386146898536,0.843645444861643,1
"57",0.5313847784219,0.367496344583144,1
"58",0.718947945561031,0.594185744127695,1
"59",0.441190483958849,2.35654147576615,1
"60",-1.14546840258758,0.68086583436104,1
"61",7.75083970031325,-1.32088612501285,8
"62",-0.402077701471267,2.05732485607728,1
"63",1.27944552754444,0.886665556415133,1
"64",-1.37954443016138,-0.465717738212068,1
"65",2.52477940260714,1.09163746273198,8
"66",2.33232776232457,-0.531987643583545,1
"67",-0.190037074362039,-1.7654207184407,1
"68",-0.0143833806454081,-2.28736303027541,1
"69",-5.82544579383108,11.0019700347224,2
"70",-0.76105201069048,-0.0308643338598741,1
"71",0.00383564279146916,1.3036842960285,8
"72",0.795807683681708,-1.07806222574074,1
"73",-1.7436985746455,-0.967497164519226,1
