"","x","y","z"
"1",-34.4516474687211,15.7821097355261,5
"2",-41.6450165621979,-5.35874706169625,5
"3",-33.5351638327697,9.7900731019399,5
"4",-7.02235425849176,28.8553955612753,10
"5",-32.5592877239464,12.5774607750319,5
"6",-32.2681336193177,11.4662056763061,5
"7",0.74960286423535,10.7194293294282,10
"8",-0.0787984655292879,37.790823487303,10
"9",-26.4761541048076,2.79110129782592,4
"10",-40.4766769829246,0.693386905701768,5
"11",-43.4062222868768,-4.89317448753045,5
"12",-35.0576290799156,6.07173218977905,5
"13",-43.0603948147325,0.341050916651716,5
"14",-28.8370889392411,12.1504158294938,5
"15",-23.9390308218282,16.769881953576,5
"16",-31.1364132141466,6.77808720570153,5
"17",-30.4504061413146,13.2725268117124,5
"18",-31.4963355564013,-5.29661961452574,4
"19",-40.418933911413,-5.91894394937592,5
"20",-37.2503456254404,8.57385082757755,5
"21",-4.94282953853157,50.4774099786554,10
"22",-31.0169094738227,15.4779548481298,5
"23",-8.05379585312739,22.9664076559709,10
"24",-23.2545727612156,20.6633715636247,5
"25",10.1621600634048,74.4937647587167,10
"26",-20.8374881342752,25.3971583298336,5
"27",-26.8953049393304,18.4019513130093,5
"28",-39.5801676993986,4.78282538451716,5
"29",74.0918858590294,88.3250568966533,11
"30",-35.7036747755129,2.38601967988166,5
"31",-27.3765766559373,-0.665212296495413,4
"32",-40.6059331346847,-5.67208887700388,5
"33",17.1417201575716,20.062486828678,10
"34",-36.8743993884351,8.38319535608459,5
"35",-45.9346583018047,-4.78352989974062,5
"36",-42.0688849425991,-0.6707054647125,5
"37",-36.2690991336989,7.5910080460411,5
"38",-30.540311401901,16.2569851042822,5
"39",-16.1858013132037,46.3549932257933,10
"40",-45.0915715997317,-5.80061830833267,5
"41",-35.2259698853848,4.08406757801681,5
"42",6.54473082456834,35.393165075584,10
"43",16.8135040817079,33.3265831912682,10
"44",-8.88772246109115,22.3380697908489,10
"45",-37.0326924435712,1.44465102144199,5
"46",-9.87085764244832,51.9272328348613,10
"47",-44.0893169123177,-2.57876090601439,5
"48",-34.9280236946808,11.9545786085985,5
"49",-31.0992060432958,18.4026803730295,5
"50",-3.126166080266,9.92406925891543,10
"51",-31.0059876397927,1.57652201615456,4
"52",-29.3133718020561,27.2841500272893,5
"53",-22.0044906834404,10.4651267336509,4
"54",-36.2795101333024,12.5296690485066,5
"55",-19.3647458769069,10.6318465357134,4
"56",-12.370195404117,42.5518726508758,5
"57",-36.405149260506,5.34940840661957,5
"58",-23.6392143199159,18.4131023666752,5
"59",-20.5123156550775,25.9290985427326,5
"60",-41.5622738735037,1.66832654864802,5
"61",-34.6497591239041,6.31626139042625,5
"62",-33.0029823722038,11.0201914343354,5
"63",-26.4047547157896,2.3074912975819,4
"64",-36.0292994696076,11.7669369967051,5
"65",-35.6610121504649,11.0335428921104,5
"66",9.86268817658022,-4.97637268570748,10
"67",-43.679570851717,-10.7835016448275,5
"68",-46.3268821332082,-8.15055593782429,5
"69",-19.8917154187599,27.2067224681716,5
"70",-28.2878835194375,22.4607057762643,5
"71",-38.6141637020195,8.31455362290688,5
"72",-21.9088776144134,17.6212876292464,5
"73",-28.0981215777623,2.56357177443617,4
"74",-22.420084049636,29.3450192659166,5
"75",-30.9943332316129,11.4324192726901,5
"76",-37.8010881616681,3.05821644898207,5
"77",21.093784283035,32.5738488960513,10
"78",-30.7837415946,11.6881717538939,5
"79",-20.7605868679296,27.9965828165484,5
"80",-16.7489558730887,28.9593039717016,5
"81",-32.1405933261872,6.12695238863073,5
"82",-29.0027426863494,11.0419528369036,5
"83",7.95557710947849,57.0100395438582,10
"84",-44.0803867119154,-1.6141646382991,5
"85",-44.106568254405,-6.24267468140242,5
"86",-26.0935717461881,-4.93270305016413,4
"87",-46.380193446364,-8.48856353877477,5
"88",-41.1826611893297,2.47280632875287,5
"89",-32.9592245656995,7.19039682512642,5
"90",-39.2697955322638,-1.28422856078584,5
"91",-26.1734340745605,25.226972515035,5
"92",-37.543148050785,3.89551187456269,5
"93",-18.1740653566145,11.7721622443369,4
"94",-13.2520415185212,35.1007874028668,5
"95",-36.2794120652074,2.63944368738363,5
"96",-27.4414633388761,13.8793433010745,5
"97",-20.8276506379454,-1.35154921856391,4
"98",0.62172079572646,36.3425847521264,10
"99",-24.7375225965011,24.6414877430869,5
"100",-41.277479616376,-2.22883272770475,5
